"(PDH-CSV 4.0)","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Espacio de trabajo - Privado","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Operaciones de ES de datos/s","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Otras operaciones de ES/s","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Tiempo transcurrido","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Uso m�ximo del espacio de trabajo","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Espacio de trabajo - Privado","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Operaciones de ES de datos/s","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Otras operaciones de ES/s","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Tiempo transcurrido","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Uso m�ximo del espacio de trabajo","\\LAPTOP-F9C6CI3F\Interfaz de red(Qualcomm Atheros QCA9377 Wireless Network Adapter)\Bytes enviados/s","\\LAPTOP-F9C6CI3F\Interfaz de red(Qualcomm Atheros QCA9377 Wireless Network Adapter)\Bytes recibidos/s","\\LAPTOP-F9C6CI3F\Proceso(httpd)\% de tiempo de procesador","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\% de tiempo de procesador"
"05/15/2023 15:23:01.211","49152"," "," ","29904.350449800000206","21921792","696320"," "," ","29904.289326199999778","47362048"," "," "," "," "
"05/15/2023 15:23:02.228","49152","0","0","29905.355176400000346","21921792","696320","0","0","29905.294052799999918","47362048","923.65236830240053223","1448.1834007327508971","0","0"
"05/15/2023 15:23:03.225","49152","0","0","29906.352419800001371","21921792","696320","0","0","29906.291296200000943","47362048","0","0","0","0"
"05/15/2023 15:23:04.208","49152","0","0","29907.335151899998891","21921792","696320","0","0","29907.274028299998463","47362048","0","0","0","0"
"05/15/2023 15:23:05.218","49152","0","0","29908.345009000000573","21921792","696320","0","0","29908.283885400000145","47362048","6086.8624080942690853","2806.2742906359458175","0","0"
"05/15/2023 15:23:06.221","49152","0","0","29909.347987500001182","21921792","3289088","6.979769139150174162","552.39887186988516987","29909.286863900000753","47362048","0","0","0","0"
"05/15/2023 15:23:07.224","49152","0","0","29910.351543199998559","21921792","3952640","15.945081948752109824","1005.536730393179937","29910.290419600001769","47362048","0","0","0","1.5569639034485081019"
"05/15/2023 15:23:08.209","49152","0","0","29911.336344399998779","21921792","4014080","6.0916414354262657938","486.31604126153024481","29911.275220799998351","47362048","192.90197878849841118","192.90197878849841118","0","0"
"05/15/2023 15:23:09.211","49152","0","0","29912.33796920000168","21921792","4698112","21.967056006107636534","1104.343815579774855","29912.276845600001252","47362048","189.71548368911140869","189.71548368911140869","0","0"
"05/15/2023 15:23:10.210","49152","0","0","29913.337138999999297","21921792","4763648","6.0042888635352227311","370.26447991800540649","29913.276015399998869","47362048","128.0914957554180944","146.10436234602374839","0","0"
"05/15/2023 15:23:11.211","49152","0","0","29914.338063399998646","21921792","4829184","15.987072852891150987","1234.0021858325358153","29914.276939799998217","47362048","0","0","0","0"
"05/15/2023 15:23:12.229","49152","0","0","29915.356497299999319","21921792","4882432","5.8905882145038059861","280.78470489134809895","29915.295373699998891","47362048","149.2282347674297398","224.82411685356191811","0","0"
"05/15/2023 15:23:13.216","49152","0","0","29916.343564999999217","21921792","4997120","21.27675742216885979","1334.3566440474471619","29916.282441399998788","47362048","0","0","0","0"
"05/15/2023 15:23:14.220","49152","0","0","29917.34731820000161","21921792","5017600","19.924281752057655837","204.22388795859097854","29917.286194600001181","47362048","127.51540321316899451","145.44725679002087304","0","3.1133151057451171617"
"05/15/2023 15:23:15.234","49152","0","0","29918.361358300000575","21921792","5099520","15.779953285420793563","1379.7596653939806401","29918.300234700000146","47362048","53.257342338295181605","53.257342338295181605","0","0"
"05/15/2023 15:23:16.221","49152","0","0","29919.34881310000128","21921792","5173248","6.0754983959165365093","102.27088966459501762","29919.287689500000852","47362048","55.69206862923491741","66.830482355081898049","0","0"
"05/15/2023 15:23:17.217","49152","0","0","29920.344548599998234","21921792","5230592","20.088290043570495413","1506.6217532677871986","29920.283425000001444","47362048","55.24279761981886594","66.291357143782633443","0","0"
"05/15/2023 15:23:18.219","49152","0","0","29921.34682999999859","21921792","5242880","14.96429817740833812","15.961918055902227565","29921.2857064000018","47362048","0","0","0","0"
"05/15/2023 15:23:19.232","49152","0","0","29922.359276999999565","21921792","5328896","21.731492201802190323","1567.6308238300034645","29922.298153399999137","47362048","126.43777281048546968","144.21808461195999485","0","1.5432906611407808395"
"05/15/2023 15:23:20.224","49152","0","0","29923.350872700000764","21921792","5328896","2.0167480844674599005","2.0167480844674599005","29923.289749100000336","47362048","0","0","0","0"
"05/15/2023 15:23:21.225","49152","0","0","29924.351862200001051","21921792","5439488","24.976779088481439572","821.23649642926977776","29924.290738600000623","47362048","0","0","0","0"
"05/15/2023 15:23:22.229","49152","0","0","29925.356721799998923","21921792","5447680","14.926405358380506527","780.15345339802104263","29925.295598199998494","47362048","54.730152980728519196","65.676183576874223036","0","0"
"05/15/2023 15:23:23.228","49152","0","0","29926.355251900000439","21921792","6017024","47.069856373844423558","728.08054433584879916","29926.294128300000011","47362048","0","209.31063791773371463","0","0"
"05/15/2023 15:23:24.215","49152","0","0","29927.342189999999391","21921792","6021120","0","890.5677627843585924","29927.281066399998963","47362048","55.723807682752813264","278.61903841376408764","0","0"
"05/15/2023 15:23:25.218","49152","0","0","29928.344862599999033","21921792","6070272","6.9819140498452796351","609.42135492220938886","29928.283738999998604","47362048","127.66928548288511536","354.08278395643918657","0","0"
"05/15/2023 15:23:26.225","49152","0","0","29929.352309000001696","21921792","6311936","38.712071227828772635","971.7722495395992155","29929.291185400001268","47362048","0","207.4569970927234408","0","0"
"05/15/2023 15:23:27.228","49152","0","0","29930.355544599999121","21921792","6348800","8.9713177998620619036","508.3746753255168187","29930.294420999998692","47362048","0","0","0","0"
