"(PDH-CSV 4.0)","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Espacio de trabajo - Privado","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Operaciones de ES de datos/s","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Otras operaciones de ES/s","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Tiempo transcurrido","\\LAPTOP-F9C6CI3F\Proceso(httpd)\Uso m�ximo del espacio de trabajo","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Espacio de trabajo - Privado","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Operaciones de ES de datos/s","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Otras operaciones de ES/s","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Tiempo transcurrido","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\Uso m�ximo del espacio de trabajo","\\LAPTOP-F9C6CI3F\Interfaz de red(Qualcomm Atheros QCA9377 Wireless Network Adapter)\Bytes enviados/s","\\LAPTOP-F9C6CI3F\Interfaz de red(Qualcomm Atheros QCA9377 Wireless Network Adapter)\Bytes recibidos/s","\\LAPTOP-F9C6CI3F\Proceso(httpd)\% de tiempo de procesador","\\LAPTOP-F9C6CI3F\Proceso(mysqld)\% de tiempo de procesador"
"05/18/2023 14:07:11.603","49152"," "," ","18911.016119899999467","21901312","10821632"," "," ","18908.308408400000189","48353280"," "," "," "," "
"05/18/2023 14:07:12.614","49152","0","0","18912.011052099998778","21901312","10821632","0","0","18909.303340599999501","48353280","128.99075216926166831","147.13007669306409753","0","0"
"05/18/2023 14:07:13.620","49152","0","0","18913.016445299999759","21901312","10821632","0","0","18910.308733800000482","48353280","0","0","0","0"
"05/18/2023 14:07:14.620","49152","0","0","18914.016891300001589","21901312","10821632","0","0","18911.309179799998674","48353280","0","0","0","0"
"05/18/2023 14:07:15.608","49152","0","0","18915.004155899998295","21901312","10821632","0","0","18912.296444399999018","48353280","7012.7654198077061665","19178.551770295536699","0","0"
"05/18/2023 14:07:16.626","49152","0","0","18916.022449799998867","21901312","10821632","0","0","18913.31473829999959","48353280","17870.517007055361319","81351.183611039145035","0","0"
"05/18/2023 14:07:17.620","49152","0","0","18917.016248299998551","21901312","10870784","0","908.51980291458778538","18914.308536799999274","48353280","2356.3160336943128641","4977.2397176284230227","0","1.5722503102993212742"
"05/18/2023 14:07:18.612","49152","0","0","18918.009075199999643","21901312","10874880","0","348.55985845649030352","18915.301363700000365","48353280","13961.53490852167306","169012.24281243883888","0","0"
"05/18/2023 14:07:19.608","49152","0","0","18919.004579000000376","21901312","10919936","7.0315018313546522322","356.59759287584307685","18916.296867500001099","48353280","2385.6881213524711711","8219.8256408535871742","0","1.5695570423739215737"
"05/18/2023 14:07:20.618","49152","0","0","18920.014126599999145","21901312","10919936","1.9810424146133573942","1.9810424146133573942","18917.306415099999867","48353280","0","127.77723574256155814","0","0"
"05/18/2023 14:07:21.612","49152","0","0","18921.008646499998576","21901312","10919936","2.0106457661379706359","2.0106457661379706359","18918.300934999999299","48353280","786.16249455994648088","1077.7061306499522289","0","0"
"05/18/2023 14:07:22.617","49152","0","0","18922.013987900001666","21901312","6434816","0","887.41428667361412863","18919.306276399998751","48353280","3655.1122076668812042","4612.1666289449267424","0","0"
"05/18/2023 14:07:23.608","49152","0","0","18923.004136799998378","21901312","10969088","9.0827245469007173995","692.30544879709907491","18920.2964252999991","48353280","4100.3455371175123219","8129.0384694761414721","0","3.1560909677322270817"
"05/18/2023 14:07:24.622","49152","0","0","18924.018598499998916","21901312","10969088","1.9726931917623489188","1.9726931917623489188","18921.310886999999639","48353280","856.14884522485942853","1093.8583748322225802","0","0"
"05/18/2023 14:07:25.619","49152","0","0","18925.015606199998729","21901312","10969088","2.0062655673668867706","2.0062655673668867706","18922.307894699999451","48353280","4834.0968845705137937","616.92666196531763489","0","0"
"05/18/2023 14:07:26.607","49152","0","0","18926.003242099999625","21901312","10969088","0","0","18923.295530600000347","48353280","691.68373997942114784","933.01573100873736166","0","0"
"05/18/2023 14:07:27.622","49152","0","0","18927.019020100000489","21901312","6451200","0","1025.586862222424088","18924.311308600001212","48353280","126.34756339217543086","144.11518949420010927","0","0"
"05/18/2023 14:07:28.618","49152","0","0","18928.014461099999608","21901312","6504448","7.0322421269277510802","598.74518680699134165","18925.30674960000033","48353280","0","606.78203495205161744","0","1.5696560619865969066"
"05/18/2023 14:07:29.618","49152","0","0","18929.014849700000923","21901312","6504448","1.9992270988036027202","1.9992270988036027202","18926.307138200001646","48353280","684.73528134023388247","921.64369254846087642","0","0"
"05/18/2023 14:07:30.606","49152","0","0","18930.002193100001023","21901312","6504448","0","0","18927.294481600001745","48353280","0","0","0","0"
"05/18/2023 14:07:31.613","49152","0","0","18931.009766899998795","21901312","8601600","1.9845008499121017387","65.488528047099350715","18928.302055399999517","48353280","4691.3600091922080537","4341.0956091827220007","0","0"
"05/18/2023 14:07:32.611","49152","0","0","18932.007896499999333","21901312","11001856","0","1186.5613112464566257","18929.300185000000056","48353280","20473.193435349545325","2111982.9263448077254","0","0"
"05/18/2023 14:07:33.614","49152","0","0","18933.010283600000548","21901312","11018240","1.9953090284740575555","360.15327963956735857","18930.302572100001271","48353280","33039.32454798767867","4300010.6749033024535","0","0"
"05/18/2023 14:07:34.617","49152","0","0","18934.014057299998967","21901312","11034624","6.9710922745558718816","3.9834812997462125672","18931.30634579999969","48353280","32116.817979203839059","4554395.8313664896414","0","0"
"05/18/2023 14:07:35.623","49152","0","0","18935.019275999999081","21901312","11034624","1.9903444410475898962","1.9903444410475898962","18932.311564499999804","48353280","34539.442257719347253","4799163.2990038720891","0","0"
"05/18/2023 14:07:36.608","49152","0","0","18936.004625699999451","21901312","11034624","2.0296083322728630804","633.23779966913332373","18933.296914200000174","48353280","34835.182610965282947","4712330.4186128079891","0","0"
"05/18/2023 14:07:37.612","49152","0","0","18937.008398099998885","21901312","11034624","0","647.52786810514817262","18934.300686599999608","48353280","35779.401401330003864","4893511.5515983076766","0","1.5566277773726395761"
"05/18/2023 14:07:38.626","49152","0","0","18938.02212420000069","21901312","11059200","1.9731678766296516514","358.12996960828178317","18935.314412700001412","48353280","37087.663409130931541","5024377.0092398514971","0","3.0826867336255818763"
"05/18/2023 14:07:39.625","49152","0","0","18939.021655299999111","21901312","11071488","5.0023080649411637566","4.00184645195293065","18936.313943799999834","48353280","21586.960223447098542","2934585.0175270866603","0","0"
"05/18/2023 14:07:40.606","49152","0","0","18940.002444199999445","21901312","11071488","2.0390099301822610656","2.0390099301822610656","18937.294732700000168","48353280","610.68347408958720735","875.75476501328114409","0","0"
"05/18/2023 14:07:41.613","49152","0","0","18941.009804199999053","21901312","11071488","1.9853069418540325586","776.25501426492678547","18938.302092699999776","48353280","85.368198499723405348","70.478396435818154941","0","1.5510840216010166603"
"05/18/2023 14:07:42.617","49152","0","0","18942.014040099998965","21901312","11079680","1.9915786098482566313","527.76833160978799242","18939.306328599999688","48353280","0","0","0","0"
"05/18/2023 14:07:43.604","49152","0","0","18943.000739499999327","21901312","11108352","7.0949618068070279264","325.35467714072228773","18940.293028000000049","48353280","824.02913556201622214","1086.542722413876163","0","0"
"05/18/2023 14:07:44.622","49152","0","0","18944.018955299998197","21901312","11108352","1.9640513784056283786","1.9640513784056283786","18941.31124379999892","48353280","0","0","0","0"
"05/18/2023 14:07:45.609","49152","0","0","18945.005469799998536","21901312","11108352","2.0275579595183859105","2.0275579595183859105","18942.297758299999259","48353280","694.43860113504717901","940.78689321653109801","0","0"
"05/18/2023 14:07:46.619","49152","0","0","18946.015483600000152","21901312","6561792","0","773.1663557996732834","18943.307772100000875","48353280","0","0","0","0"
"05/18/2023 14:07:47.619","49152","0","0","18947.015512999998464","21901312","11096064","0","482.9312305927635407","18944.307801499999186","48353280","0","0","0","0"
"05/18/2023 14:07:48.618","49152","0","0","18948.014984800000093","21901312","11120640","9.0063539827348204625","368.25980729404597014","18945.307273300000816","48353280","813.57397644037871487","1682.186782775248048","0","3.126651497320884765"
"05/18/2023 14:07:49.612","49152","0","0","18949.008635499998491","21901312","11120640","2.0127054041341372326","2.0127054041341372326","18946.300923999999213","48353280","0","0","0","0"
"05/18/2023 14:07:50.620","49152","0","0","18950.017001899999741","21901312","11120640","1.9835492360558470981","1.9835492360558470981","18947.309290400000464","48353280","679.36561334912767052","913.42442320371765163","0","0"
"05/18/2023 14:07:51.607","49152","0","0","18951.003853300000628","21901312","11120640","0","786.35272682501476993","18948.296141800001351","48353280","0","0","0","1.5833184205849024639"
"05/18/2023 14:07:52.619","49152","0","0","18952.015723399999843","21901312","6598656","0","507.96627499238547898","18949.308011900000565","48353280","0","0","0","1.5441705412582109602"
"05/18/2023 14:07:53.604","49152","0","0","18953.00073859999975","21901312","6627328","9.1370252262099018736","371.57235919920265133","18950.293027100000472","48353280","2553.2909382131001621","7387.7925079032729627","0","0"
"05/18/2023 14:07:54.607","49152","0","0","18954.003955600001063","21901312","6627328","1.9935615934777042302","1.9935615934777042302","18951.296244100001786","48353280","0","0","0","0"
"05/18/2023 14:07:55.623","49152","0","0","18955.019274099999166","21901312","6627328","1.9696791530537216541","1.9696791530537216541","18952.311562599999888","48353280","3972.842851709356637","5065.0299420776455008","0","0"
"05/18/2023 14:07:56.620","49152","0","0","18956.016606000001048","21901312","11141120","0","645.75186022159516597","18953.30889450000177","48353280","217.59030072684186052","217.59030072684186052","0","0"
"05/18/2023 14:07:57.608","49152","0","0","18957.004965799998899","21901312","11141120","0","646.55479885821864627","18954.297254299999622","48353280","436.09564680421317462","226.64831759662124","0","0"
"05/18/2023 14:07:58.614","49152","0","0","18958.010817900001712","21901312","11173888","6.9591511744362941627","365.85251888465091952","18955.303106399998796","48353280","896.73633704879102879","1632.4180326320565655","0","0"
"05/18/2023 14:07:59.615","49152","0","0","18959.011919799999305","21901312","11173888","1.9976900709709359827","1.9976900709709359827","18956.304208300000028","48353280","0","0","0","0"
"05/18/2023 14:08:00.628","49152","0","0","18960.024967500001367","21901312","11173888","1.9742358276026203967","1.9742358276026203967","18957.317255999998451","48353280","703.8150725403341994","845.96005212772286086","0","0"
"05/18/2023 14:08:01.624","49152","0","0","18961.020401300000231","21901312","11173888","0","725.22922818433642078","18958.312689800000953","48353280","196.876632581897411","337.50279871182414126","0","0"
"05/18/2023 14:08:02.615","49152","0","0","18962.012056100000336","21901312","11186176","2.0169490277650177212","589.95759062126774097","18959.304344600001059","48353280","184.55083604049912083","213.79659694309188467","0","0"
"05/18/2023 14:08:03.623","49152","0","0","18963.019180200000847","21901312","11202560","6.9507697828589449784","320.72837712334847993","18960.311468700001569","48353280","793.38072235775666741","981.05150649494828485","0","0"
"05/18/2023 14:08:04.608","49152","0","0","18964.00501660000009","21901312","11202560","2.0287063984081146195","2.0287063984081146195","18961.297305100000813","48353280","55.789425956223155367","133.89462229493557288","0","0"
"05/18/2023 14:08:05.612","49152","0","0","18965.008510999999999","21901312","11202560","1.9930067386547345443","1.9930067386547345443","18962.300799500000721","48353280","794.21318535391174009","982.55232215678415741","0","0"
"05/18/2023 14:08:06.615","49152","0","0","18966.011742099999537","21901312","11202560","0","709.73169749480666724","18963.30403060000026","48353280","0","0","0","0"
"05/18/2023 14:08:07.628","49152","0","0","18967.025035599999683","21901312","11202560","0","556.4865413137977157","18964.317324100000405","48353280","126.29481788681933097","144.05502665215331604","0","0"
"05/18/2023 14:08:08.619","49152","0","0","18968.015148499998759","21901312","11231232","9.0924052048564352191","364.70647543924144429","18965.307436999999481","48353280","753.65936475810008233","1671.9922904485999879","0","0"
"05/18/2023 14:08:09.615","49152","0","0","18969.011163899998792","21901312","11231232","2.0080369671573503609","2.0080369671573503609","18966.303452399999514","48353280","0","0","0","0"
"05/18/2023 14:08:10.618","49152","0","0","18970.015093000001798","21901312","11231232","1.9918791088731240269","1.9918791088731240269","18967.307381499998883","48353280","709.10896275883214912","957.0979118135361432","0","0"
"05/18/2023 14:08:11.617","49152","0","0","18971.013393299999734","21901312","6713344","0","621.10077690691207408","18968.305681800000457","48353280","87.154463856292508694","73.129607603555783157","0","0"
"05/18/2023 14:08:12.602","49152","0","0","18971.999095899998792","21901312","11227136","0","648.28065621828977783","18969.291384399999515","48353280","129.85903598738823916","257.6890245374735855","0","0"
"05/18/2023 14:08:13.610","49152","0","0","18973.006872499998281","21901312","11255808","8.9300367342022184403","385.97603217829589539","18970.299160999999003","48353280","599.30468749534895778","1031.9153559522565047","0","0"
"05/18/2023 14:08:14.605","49152","0","0","18974.002076400000078","21901312","11255808","2.0097890796703503646","2.0097890796703503646","18971.294364900000801","48353280","87.425824965660240196","0","0","0"
"05/18/2023 14:08:15.618","49152","0","0","18975.01429300000018","21901312","11255808","1.9754945823542700012","1.9754945823542700012","18972.306581500000902","48353280","7227.3469295430968486","19443.805426821902074","0","0"
"05/18/2023 14:08:16.610","49152","0","0","18976.00627220000024","21901312","11255808","0","368.00383127276393225","18973.298560700000962","48353280","16881.797673510023742","6587.7726946198345104","0","0"
"05/18/2023 14:08:17.615","49152","0","0","18977.011843100000988","21901312","6737920","0","902.87689591718662996","18974.30413160000171","48353280","755.71193931394475385","9657.2030981803054601","0","0"
"05/18/2023 14:08:18.623","49152","0","0","18978.019915699998819","21901312","6754304","6.9452595478219318892","360.16131655133733602","18975.312204199999542","48353280","848.31384476967878072","5756.6279852089783162","0","3.0999751406793518704"
"05/18/2023 14:08:19.614","49152","0","0","18979.010884800001804","21901312","6754304","2.0181502341306538639","2.0181502341306538639","18976.303173299998889","48353280","660.94420167778923769","1056.5016475673974128","0","0"
"05/18/2023 14:08:20.625","49152","0","0","18980.021941800001514","21901312","6754304","1.977956661980557973","1.977956661980557973","18977.314230299998599","48353280","524.15851542484779202","2563.4318339268029376","0","0"
"05/18/2023 14:08:21.614","49152","0","0","18981.010332400001062","21901312","11268096","0","194.24899544435521648","18978.302620900001784","48353280","880.19076060723455157","1559.0505311445383541","0","0"
"05/18/2023 14:08:22.608","49152","0","0","18982.004271300000255","21901312","11268096","0","1073.5777032299195071","18979.296559800000978","48353280","128.78907780077759071","146.90004186651194118","0","0"
"05/18/2023 14:08:23.614","49152","0","0","18983.011095999998361","21901312","11300864","8.9397629830439520049","374.47673828973000809","18980.303384499999083","48353280","3884.823669631654866","6998.8411087252979996","0","0"
"05/18/2023 14:08:24.614","49152","0","0","18984.010678300001018","21901312","11300864","2.0007805044747954959","2.0007805044747954959","18981.302966800001741","48353280","186.07258691615598423","935.36488584196695228","0","0"
"05/18/2023 14:08:25.620","49152","0","0","18985.016893299998628","21901312","11300864","1.9874798705554361788","1.9874798705554361788","18982.309181799999351","48353280","475.0076890627492503","5249.9280780721846895","0","0"
"05/18/2023 14:08:26.617","49152","0","0","18986.013169000001653","21901312","11300864","0","153.57583258427473538","18983.305457499998738","48353280","2589.7101180877698425","2631.8681897775709331","0","0"
"05/18/2023 14:08:27.619","49152","0","0","18987.01525330000004","21901312","11300864","0","1023.9371761648981192","18984.307541800000763","48353280","713.56245707397874867","11083.670836732317184","0","0"
"05/18/2023 14:08:28.621","49152","0","0","18988.017398100000719","21901312","11325440","8.9797040728545329813","443.99647915780752783","18985.309686600001442","48353280","532.79577498936896518","9074.4898380679987895","0","1.5591559223776843002"
"05/18/2023 14:08:29.615","49152","0","0","18989.012080100001185","21901312","11325440","2.0109261662316026964","2.0109261662316026964","18986.30436859999827","48353280","1394.5772962816165546","17761.505363240630686","0","0"
"05/18/2023 14:08:30.626","49152","0","0","18990.022451600001659","21901312","11325440","1.9794460262967426001","1.9794460262967426001","18987.314740099998744","48353280","795.7373025712904564","39603.766371132078348","0","0"
"05/18/2023 14:08:31.613","49152","0","0","18991.009846000000834","21901312","11325440","0","0","18988.302134500001557","48353280","5422.6079199244686606","137075.30416333535686","0","0"
"05/18/2023 14:08:32.628","49152","0","0","18992.024232200001279","21901312","11325440","0.98574523670651081897","1151.3504364732045815","18989.316520699998364","48353280","2912029.4335641716607","219930.60550682633766","0","0"
"05/18/2023 14:08:33.625","49152","0","0","18993.021172000000661","21901312","11350016","9.028035661944603163","454.41112831787836512","18990.313460500001383","48353280","1378322.2418899652548","29461.489710145888239","0","0"
"05/18/2023 14:08:34.625","49152","0","0","18994.021528900000703","21901312","11350016","1.9991831337715406658","1.9991831337715406658","18991.313817400001426","48353280","4844.0207331284436805","761604.80827533861157","0","0"
"05/18/2023 14:08:35.624","49152","0","0","18995.020949900001142","21901312","11350016","2.001053554696547554","2.001053554696547554","18992.313238399998227","48353280","4860.5590843579147986","996264.53327677014749","0","0"
"05/18/2023 14:08:36.619","49152","0","0","18996.015269300001819","21901312","11350016","0","47.268870059787076343","18993.307557799998904","48353280","3354.0783329657424474","361904.54926668381086","0","0"
"05/18/2023 14:08:37.618","49152","0","0","18997.0149831000017","21901312","11345920","0","1007.2975556979531575","18994.307271599998785","48353280","214.06323427940611737","224.06618915227556954","0","0"
"05/18/2023 14:08:38.623","49152","0","0","18998.019383700000617","21901312","11378688","6.9695500358931825602","597.39000307655851429","18995.31167220000134","48353280","0","332.54710171261757523","0","1.5556541881794971882"
"05/18/2023 14:08:39.611","49152","0","0","18999.007170400000177","21901312","11378688","2.0195253772044252649","2.0195253772044252649","18996.2994589000009","48353280","697.7460178241290123","1103.6706186422184146","0","0"
"05/18/2023 14:08:40.623","49152","0","0","19000.019429399999353","21901312","11378688","1.9809313566675823548","1.9809313566675823548","18997.311717900000076","48353280","4896.8623136822634478","7917.7826326003259965","0","0"
"05/18/2023 14:08:41.613","49152","0","0","19001.009773900001164","21901312","11378688","0","0","18998.302062399998249","48353280","697.70008367352522782","931.94960525421674902","0","0"
"05/18/2023 14:08:42.610","49152","0","0","19002.006654000000708","21901312","6860800","0","1175.4999335020088438","18999.298942500001431","48353280","128.38224529714773325","146.43599854205913857","0","0"
"05/18/2023 14:08:43.613","49152","0","0","19003.009762900001078","21901312","6881280","8.9732292678024379029","471.59304929672816797","19000.302051400001801","48353280","0","0","0","0"
